  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
   528,     P-872,   2019/11/10 22:48:51,          1-101,       3,       -15.185,      -116.950,         17305,      -1,    1,                                        ,                                        ,                 H2O, 1573451636.72,         0.179,         0.408,         8.082,        -0.000,        -0.000,         0.160,        78.433,        33.689,         0.959,        58.357,         0.861,        -0.699,        0.0000,        0.0000,    0,        42.250,         1,     101,       6,  DGK_norm,       0
   529,     P-872,   2019/11/10 22:57:45,          1-101,       4,       -15.204,      -117.090,         17299,       0,    1,                                        ,                                        ,                 H2O, 1573452170.10,         0.201,         0.374,         7.032,        -0.001,        -0.001,         0.136,        78.603,        33.859,         0.935,        56.696,         0.863,        -1.036,       -0.0000,       -0.0000,    0,        42.312,         1,     101,       6,  DGK_norm,       0
   530,     P-872,   2019/11/10 23:06:38,          1-101,       5,       -15.199,      -117.133,         17333,       0,    1,                                        ,                                        ,                 H2O, 1573452704.05,         0.188,         0.407,         7.612,        -0.000,        -0.001,         0.152,        78.515,        34.341,         0.939,        57.139,         0.863,        -0.853,       -0.0000,       -0.0000,    0,        42.375,         1,     101,       6,  DGK_norm,       0
   531,     P-873,   2019/11/10 23:16:15,          1-102,       1,       -14.381,      -111.400,         17821,      -1,    1,                                        ,                                        ,                 H2O, 1573453280.85,         0.208,         0.386,         8.196,        -0.001,        -0.001,         0.169,        81.044,        34.897,         0.994,        59.969,         0.862,        -0.678,       -0.0000,       -0.0000,    0,        42.438,         1,     102,       6,  DGK_norm,       0
   532,     P-873,   2019/11/10 23:25:09,          1-102,       2,       -14.368,      -111.114,         17315,      -1,    1,                                        ,                                        ,                 H2O, 1573453815.40,         0.193,         0.413,         8.679,        -0.001,        -0.002,         0.180,        78.460,        33.935,         0.935,        57.981,         0.864,        -0.798,        0.0000,        0.0000,    0,        42.375,         1,     102,       6,  DGK_norm,       0
   533,     P-873,   2019/11/10 23:34:04,          1-102,       3,       -14.392,      -110.958,         17344,      -1,    1,                                        ,                                        ,                 H2O, 1573454349.25,         0.195,         0.428,         8.876,        -0.001,        -0.003,         0.183,        78.480,        34.166,         0.965,        58.153,         0.863,        -0.729,        0.0000,        0.0000,    0,        42.312,         1,     102,       6,  DGK_norm,       0
   534,     P-873,   2019/11/10 23:42:58,          1-102,       4,       -14.354,      -111.241,         17342,       0,    1,                                        ,                                        ,                 H2O, 1573454883.83,         0.179,         0.377,        14.068,        -0.000,        -0.001,         0.317,        78.614,        34.087,         0.943,        57.599,         0.863,        -0.901,       -0.0000,       -0.0000,    0,        42.375,         1,     102,       6,  DGK_norm,       0
   535,     P-873,   2019/11/10 23:51:52,          1-102,       5,       -14.378,      -111.057,         17381,       0,    1,                                        ,                                        ,                 H2O, 1573455418.39,         0.208,         0.383,         9.141,        -0.001,        -0.001,         0.197,        78.660,        34.256,         0.956,        58.371,         0.863,        -0.696,       -0.0000,       -0.0000,    0,        42.438,         1,     102,       6,  DGK_norm,       0
   536,     P-874,   2019/11/11 00:01:30,          1-103,       1,       -15.767,      -121.651,         18024,      -1,    1,                                        ,                                        ,                 H2O, 1573455995.45,         0.217,         0.372,         8.645,        -0.001,        -0.002,         0.176,        82.131,        35.330,         0.993,        60.437,         0.863,        -0.693,        0.0000,        0.0000,    0,        42.375,         1,     103,       6,  DGK_norm,       0
   537,     P-874,   2019/11/11 00:10:24,          1-103,       2,       -15.849,      -122.363,         17672,      -1,    1,                                        ,                                        ,                 H2O, 1573456529.25,         0.182,         0.432,         8.296,        -0.000,        -0.001,         0.173,        80.241,        35.232,         0.944,        57.720,         0.863,        -0.893,        0.0000,        0.0000,    0,        42.500,         1,     103,       6,  DGK_norm,       0
   538,     P-874,   2019/11/11 00:19:18,          1-103,       3,       -15.849,      -122.360,         17478,      -1,    1,                                        ,                                        ,                 H2O, 1573457063.96,         0.189,         0.438,         9.187,        -0.001,        -0.002,         0.197,        79.310,        34.342,         0.953,        58.099,         0.864,        -0.817,        0.0000,        0.0000,    0,        42.438,         1,     103,       6,  DGK_norm,       0
